author,category,content,country,description,publishedAt,source,title,url,urlToImage
Bild.de,science,"Berlin Weiter so! 
Die Corona-Inzidenz in Bayern sinkt langsam weiter. Am Dienstagmorgen meldete das Robert Koch-Institut (RKI) eine Inzidenz von 520,6 für den Freistaat. 
 Das sind 5,8 weniger als… [+1123 chars]",deu,"Berlin – Weiter so!  Die Corona-Inzidenz in Bayern sinkt langsam weiter. Am Dienstagmorgen meldete das Robert Koch-Institut (RKI) eine Inzidenz von 520,6.",2021-12-07T06:47:07Z,Bild,In Bavaria: Corona incidence continues to fall slowly | Regional - BILD,https://www.bild.de/regional/muenchen/muenchen-aktuell/in-bayern-corona-inzidenz-sinkt-langsam-weiter-78466244.bild.html,https://images.bild.de/61af028a4bddca62be96c79c/09634ec1f8f5e77e702a078dca66b1e6/2/2?w=1280
Mehr von Redaktion,science,"Das Wichtigste auf einen Blick
DienstagReale Inzidenz über 360Offizielle Inzidenz stagniert111 neue Fälle in Rhein-BergBundesweite Inzidenz sinkt
MontagImpfaktion beim DRKRhein-Berg meldet keine Fä… [+27463 chars]",deu,"Wir fassen alle Entwicklungen zur Pandemie im Rheinisch-Bergischen Kreis und Bergisch Gladbach zusammen: Ereignisse, Zahlen, Regeln und Reaktionen. Zudem Fakten aus NRW und Deutschland, die wirklich wichtig sind.",2021-12-07T06:18:00Z,In-gl.de,Corona-Liveblog: 111 new cases + Real incidence at 360 + Where to vaccinate today - iGL Bürgerportal Bergisch Gladbach,https://in-gl.de/2021/12/07/corona-liveblog-bergisch-gladbach-rheinisch-bergischer-kreis-leichlingen-burscheid-wermelskirchen-odenthal-kuerten-roesrath-overath/,https://in-gl.de/wp-content/uploads/2021/12/ReBjF-offizielle-und-reale-inzidenz-rhein-berg-4-und-5-welle-2.png
Tarek Abu Ajamieh,science,"Kreis Hildesheim - Die Sieben-Tage-Wert liegt nun bei 198,6. Allerdings wurde nur ein neuer Fall registriert, was Fragen offen lässt. Das gilt auch für die bundesweit gesunkenen Zahlen.",deu,"Kreis Hildesheim - Die Sieben-Tage-Wert liegt nun bei 198,6. Allerdings wurde nur ein neuer Fall registriert, was Fragen offen lässt. Das gilt auch für die bundesweit gesunkenen Zahlen.",2021-12-07T06:04:42Z,Hildesheimer-allgemeine.de,Hildesheim's corona incidence falls below 200 - does it fit this time? - www.hildesheimer-allgemeine.de,https://www.hildesheimer-allgemeine.de/meldung/hildesheims-corona-inzidenz-faellt-unter-200-passt-das-diesmal.html,https://www.hildesheimer-allgemeine.de/fileadmin/news_media/methode_dc5fd6ee32-90817728-5682-11ec-97ed-0129a2b21dcc-ff600204-5722-11ec-97ed-0129a2b21dcc_07093009226.jpg
,science,"La préfecture de La Réunion et l'Agence Régionale de Santé annoncent, ce mardi 7 décembre, 2 675 nouveaux cas de coronavirus et sept décès dans l'île du 27 novembre au 3 décembre. Le nombre de cas mo… [+8195 chars]",fra,"La préfecture et l'Agence Régionale de Santé annoncent, ce mardi 7 décembre, 2 675 nouveaux cas de coronavirus et sept décès du 27 novembre au 3 décembre à La Réunion. Le taux d'incidence atteint déso",2021-12-07T15:08:29Z,Francetvinfo.fr,"Coronavirus: 2,675 new cases and 7 deaths in one week in Réunion - Réunion 1 - Réunion 1",https://la1ere.francetvinfo.fr/reunion/coronavirus-2-675-nouveaux-cas-et-7-deces-en-une-semaine-a-la-reunion-1174630.html,https://la1ere.francetvinfo.fr/image/1MDCHQ2zIycbdxby7yP8PlnJ-YI/930x620/outremer/2021/06/15/60c86ae31f907_0595987001620739401-1693822.jpg
Charlotte Anglade,science,"Il y a quelques semaines encore, la France semblait apercevoir la lumière au bout du tunnel. Les indicateurs étaient pratiquement tous au vert et le gouvernement laissait même entendre que certaines … [+3839 chars]",fra,"PSYCHOLOGIE - Alors que les fêtes de fin d'année approchent, l'anxiété au sujet de la situation sanitaire regagne du terrain, aidée par la propagation du variant Omicron et la 5e vague. Interviewée par LCI, la psychiatre Aurélia Schneider donne ses conseils p…",2021-12-07T14:31:07Z,Www.lci.fr,Covid-19: do we still have the right to be optimistic? - LCI,https://www.lci.fr/sante/psychologie-covid-19-a-t-on-encore-le-droit-d-etre-optimiste-2203934.html,https://photos.lci.fr/images/1280/720/aide-psychologique-a23e82-1@1x.jpeg
la rédaction de Futura,science,"Et si vous vous offriez pour Noël (ou l'offriez à vos proches) le premier magazine papier de Futura ? Quoi de mieux en effet que notre mook, riche de plus de 40 sujets à dévorer à recevoir dès 2022. … [+2381 chars]",fra,"Et si vous vous offriez pour Noël (ou l’offriez à vos proches) le premier magazine papier de Futura ? Quoi de mieux en effet que notre mook, riche de plus de 40 sujets à dévorer à recevoir dès...",2021-12-07T12:03:32Z,Futura,Pre-order the Futura Mag from €19 with exclusive rewards! - Futura-Sciences,https://www.futura-sciences.com/sciences/actualites/magazine-science-reservez-mag-futura-19-avantages-exclusifs-95323/,https://cdn.futura-sciences.com/buildsv6/images/wide1920/d/4/a/d4a78e5f7b_50184146_dsc00570.jpg
Stéphanie Le Guillou,science,Le variant Omicron présente un nombre de mutations ahurissant. Plus d'une trentaine dans la protéine Spike ! Celle-ci est la clé du virus pour entrer dans les cellules humaines et la cible des vaccin… [+3001 chars],fra,Le variant Omicron présente un nombre de mutations ahurissant. Plus d’une trentaine dans la protéine Spike ! Celle-ci est la clé du virus pour entrer dans les cellules humaines et la cible des...,2021-12-07T11:05:24Z,Futura,How did the Omicron variant mutate so much? - Futura-Sciences,https://www.futura-sciences.com/sante/actualites/variant-coronavirus-variant-omicron-t-il-pu-muter-autant-95377/,https://cdn.futura-sciences.com/buildsv6/images/wide1920/c/1/b/c1b13648e1_50154275_vih-mutation-sida-resistance.jpg
Gaspard Salomon,science,"Des scientifiques de l'Université de Southampton ont étudié les effets de matériaux volcaniques sur la chimie des océans à la fin de l'Ordovicien, il y a environ 450 millions d'années, pour tenter d'… [+4275 chars]",fra,"Des scientifiques de l’Université de Southampton ont étudié les effets de matériaux volcaniques sur la chimie des océans à la fin de l’Ordovicien, il y a environ 450 millions d’années, pour tenter...",2021-12-07T10:00:00Z,Futura,Volcanic fertilization of the oceans may have caused one of the largest mass extinctions - Futura-Sciences,https://www.futura-sciences.com/planete/actualites/crise-climatique-fertilisation-origine-volcanique-oceans-aurait-entraine-plus-grandes-extinctions-masse-95385/,https://cdn.futura-sciences.com/buildsv6/images/wide1920/e/e/5/ee5cece869_50177020_eruption-volcanique-geante.jpg
Nelly Lesage,science,"La brillance de Vénus est prononcée le mardi 7 décembre 2021. La planète atteint son éclat maximal, avec une magnitude apparente de -4,7. Pourquoi est-elle si lumineuse ?
Une des voisines de la Terr… [+3390 chars]",fra,"La brillance de Vénus est prononcée le mardi 7 décembre 2021. La planète atteint son éclat maximal, avec une magnitude apparente de -4,7. Pourquoi est-elle si lumineuse ?",2021-12-07T09:55:33Z,Numerama,"Venus is particularly bright this December 7, 2021 - Numerama",https://www.numerama.com/sciences/761728-venus-est-particulierement-eclatante-ce-7-decembre-2021.html,https://www.numerama.com/wp-content/uploads/2021/12/venus-etoiles.jpg
CNEWS,science,"D'après les télescopes de la Nasa près de 28.000 astéroïdes géocroiseurs (NEA) gravitent autour de la Terre. Puisque leurs orbites croisent la nôtre, ils sont étroitement surveillés afin d'évaluer le… [+4228 chars]",fra,"D'après les télescopes de la Nasa près de 28.000 astéroïdes géocroiseurs (NEA) gravitent autour de la Terre. Puisque leurs orbites croisent la nôtre, ils sont étroitement surveillés afin d'évaluer le risque d'impact. Le nombre de NEA augmentant, la Nasa a dév…",2021-12-07T09:13:00Z,CNEWS.fr,NASA tracks tens of thousands of asteroids simultaneously to assess impact risk - CNEWS,https://www.cnews.fr/sport/2021-12-07/espace-la-nasa-piste-des-dizaines-de-milliers-dasteroides-simultanement-pour,https://static.cnews.fr/sites/default/files/capture_decran_2021-12-07_a_08.32.15_61af0e8226e9f_0.png
Céline  Deluzarche,science,"Les êtres vivants sont généralement programmés pour vivre jusqu'à leur âge de maturité sexuelle maximum puis s'éteindre une fois qu'ils ne sont plus fertiles. Or, les humains vivent bien au-delà de c… [+3864 chars]",fra,"Les êtres vivants sont généralement programmés pour vivre jusqu’à leur âge de maturité sexuelle maximum puis s’éteindre une fois qu’ils ne sont plus fertiles. Or, les humains vivent bien au-delà...",2021-12-07T08:01:00Z,Futura,The grandmother hypothesis: why do humans have such a long life expectancy? - Futura-Sciences,https://www.futura-sciences.com/sante/actualites/longevite-hypothese-grand-mere-humains-ont-esperance-vie-si-longue-95367/,https://cdn.futura-sciences.com/buildsv6/images/wide1920/1/2/9/1293260195_50184158_grand-mere-macrovector-adobe-stock.jpg
"Voir
                tous ses articles",science,"Souvent invisibles ou stigmatisés, les mineurs non-accompagnés peinent à avoir accès aux soins psychologiques. À la Maison de Solenn et au centre MSF de Pantin, des spécialistes sont formés pour les … [+7375 chars]",fra,"Souvent invisibles ou stigmatisés, les mineurs non-accompagnés peinent à avoir accès aux soins psychologiques. À la Maison de Solenn et au centre MSF de Pantin, des spécialistes sont formés pour les prendre en charge.",2021-12-07T06:03:54Z,Madmoizelle.com,"""When they learn that there is a way to treat themselves, they are very happy"": these places that repair the foreign isolated minors - Madmoizelle",https://www.madmoizelle.com/lorsquils-apprennent-quil-existe-un-moyen-de-se-soigner-ils-sont-tres-contents-ces-lieux-qui-reparent-les-mineurs-isoles-etrangers-1220239,https://www.madmoizelle.com/wp-content/uploads/2021/12/mineurs-isoles-etrangers.jpg
Hugo Ruher,science,"Les planètes autour de l'étoile TRAPPIST-1 font partie des premières candidates pour être similaires à la Terre, voire habitables. Pourtant, leur alignement est si parfait que cela pourrait signifier… [+5575 chars]",fra,"Les planètes autour de l'étoile TRAPPIST-1 font partie des premières candidates pour être similaires à la Terre, voire habitables. Pourtant, leur alignement est si parfait que cela pourrait signifier qu'elles n'ont pas connu le bombardement d'astéroïdes, qui …",2021-12-07T06:00:09Z,Numerama,These planets are too 'perfect' to be habitable - Numerama - Numerama,https://www.numerama.com/sciences/761545-ces-planetes-seraient-trop-parfaites-pour-etre-habitables.html,https://www.numerama.com/wp-content/uploads/2021/12/trappist-1-exoplanete-eso.jpg
Ségolène Barbé,science,"PSYCHOLOGIE - Ne pas crier, ne pas punir, coopérer avec son enfant... L'éducation positive a le vent en poupe. Mais elle manque de fondements théoriques... et est loin d'être une formule magique qui … [+1298 chars]",fra,"PSYCHOLOGIE - Ne pas crier, ne pas punir, coopérer avec son enfant... L'éducation positive a le vent en poupe. Mais elle manque de fondements théoriques... et est loin d'être une formule magique qui apporterait la paix au foyer!",2021-12-07T05:00:13Z,Lefigaro.fr,Why caring education is not always caring towards parents - Le Figaro,https://www.lefigaro.fr/sciences/pourquoi-l-education-bienveillante-ne-l-est-pas-toujours-envers-les-parents-20211207,https://i.f1g.fr/media/cms/704x396_cropupscale/2021/12/06/346e601d96220e92b52568625eb89e97ca0ce6ffd52bb3ac1fc2aced2153ca88.jpg
Florence Rosier,science,"Analyse. Mercredi 6 octobre, lOrganisation mondiale de la santé (OMS) annonçait un « moment historique » dans la lutte contre le paludisme. Pour la première fois dans la guerre dusure engagée contre … [+2510 chars]",fra,"En l’espace d’un an, des chercheurs sont parvenus à développer des vaccins très efficaces contre « Plasmodium falciparum ». Pour autant, crier victoire serait très prématuré. Car la mise au point d’un vaccin antipaludéen est un tout autre défi que le développ…",2021-12-07T05:00:09Z,Le Monde,Malaria: Covid-19 hinders control but boosts vaccine research - Le Monde,https://www.lemonde.fr/idees/article/2021/12/07/paludisme-le-covid-19-entrave-la-lutte-mais-stimule-la-recherche-d-un-vaccin_6104972_3232.html,https://img.lemde.fr/2021/12/06/416/0/5000/2500/1440/720/60/0/d9cfcf5_311572128-000-9pa8uu.jpg
Christian Vignes,science,"l'essentiel
 Avec un taux dincidence de 651/100 000 habitants, les Hautes-Pyrénées sont sur le podium des départements les plus touchés par la 5e vague. Tentative dexplications
 La tant redoutée 5e… [+3712 chars]",fra,"Avec un taux d’incidence de 651/100 000 habitants, les Hautes-Pyrénées sont sur le podium des départements les plus touchés par la 5e vague. Tentative d’explications…",2021-12-07T04:14:00Z,LaDepeche.fr,Covid: why is our incidence rate so high? - ladepeche.fr,https://www.ladepeche.fr/2021/12/07/covid-pourquoi-notre-taux-dincidence-est-si-eleve-9976041.php,https://images.ladepeche.fr/api/v1/images/view/61aee145d286c23b3e750ad7/large/image.jpg?v=1
Le Figaro avec AFP,science,"La Nasa a présenté lundi ses dix nouveaux astronautes en formation, parmi lesquels figurent un pompier devenu professeur à Harvard, une ancienne cycliste de l'équipe américaine, et une pilote d'avion… [+2559 chars]",fra,"La Nasa a présenté lundi ses dix nouveaux astronautes en formation, parmi lesquels figurent un pompier devenu professeur à Harvard, une ancienne...",2021-12-06T22:28:40Z,Lefigaro.fr,Nasa presents its ten new astronauts in training - Le Figaro,https://www.lefigaro.fr/flash-actu/la-nasa-presente-ses-dix-nouveaux-astronautes-en-formation-20211206,https://i.f1g.fr/media/cms/704x396_cropupscale/2021/12/06/26d74ed9d14dbbb15a8ff998a5baa395c7cab723849bb5600d5fc816b2db95a9.jpg
,science,"La mobilisation sociale qui agite la Guadeloupe depuis le 15 novembre dernier, a aussi un impact sur les outils de surveillance de lépidémie de Covid-19. Le nombre de tests antigéniques et PCR est en… [+1655 chars]",fra,"Le dernier point de situation de l’ARS daté du 1er décembre 2021 fait état de 38 cas positifs pour les trois derniers jours, avec un taux d’incidence bas, mais à modérer du fait d’une baisse significa",2021-12-06T21:17:25Z,Francetvinfo.fr,Do the Covid figures really reflect the circulation of the virus in the department? - Guadeloupe la 1ère - Outre-mer la 1ère,https://la1ere.francetvinfo.fr/guadeloupe/les-chiffres-du-covid-refletent-ils-vraiment-la-circulation-du-virus-dans-le-departement-1173847.html,https://la1ere.francetvinfo.fr/image/R4o9xQ9f3rayhkgfYelo9PmgDfk/930x620/outremer/2021/12/06/61ae7925d620c_tests-pcr-1841349.jpg
Xavier Demeersman,science,"La comète Leonard : retenez bien son nom car elle va faire parler d'elle en décembre et jusqu'au début de l'année 2022. Découverte il y a un an, elle s'annonce comme la comète de l'année ! Voici comm… [+5038 chars]",fra,"La comète Leonard : retenez bien son nom car elle va faire parler d’elle en décembre et jusqu’au début de l’année 2022. Découverte il y a un an, elle s’annonce comme la comète de l’année ! Voici...",2021-12-06T20:05:00Z,Futura,"How to observe comet Leonard, the brightest comet of the year? - Futura-Sciences",https://www.futura-sciences.com/sciences/actualites/comete-observer-comete-leonard-plus-brillante-annee-95275/,https://cdn.futura-sciences.com/buildsv6/images/wide1920/0/d/4/0d421f7bc9_50183967_cometleonard-bartlett.jpg
Nathalie Mayer,science,"Le rover chinois Yutu-2 s'est posé sur la face cachée de la Lune en janvier 2019. Depuis, il a parcouru sans relâche le régolithe lunaire du cratère Von Kármán. Et dans son périple, il a déjà attiré … [+1366 chars]",fra,"Le rover chinois Yutu-2 s’est posé sur la face cachée de la Lune en janvier 2019. Depuis, il a parcouru sans relâche le régolithe lunaire du cratère Von Kármán. Et dans son périple, il a déjà...",2021-12-06T18:35:14Z,Futura,What is this strange cube on the far side of the Moon? - Futura-Sciences,https://www.futura-sciences.com/sciences/breves/lune-etrange-structure-cubique-photographiee-face-cachee-lune-5632/,https://cdn.futura-sciences.com/buildsv6/images/wide1920/f/d/0/fd00568631_50184183_cube-face-cachee-lune.jpg
